targetName,targetId,cohortId,subgroupId,subgroupName,cohortType
"Guillain-Barre syndrome inpatient (Arya et al, ScallenWalter et al, Iqbal et al, Anandan et al, Rasmussen et al. Baxter et al.)",41647700030,3773,2005,White,TwS
Fracture of bone of hip region (dx + px) referent concept incident cohort (aged 50-89): First occurrence of hip fracture dx or procedure with >=365d prior observation,457636530030,3790,2005,White,TwS
Malignant neoplasm of liver referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,42461270010,3779,2005,White,TwS
"Acute myocardial infarction events, defined by condition occurrences of 'Acute myocardial Infarction' conceptset occurring between start and end of inpatient or ER visit",3123270030,3713,2005,White,TwS
Otitis media referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3723280010,3729,2005,White,TwS
Tuberculosis prevalent cohort: First condition occurrence of 'Respiratory and pulmonary tuberculosis' conceptset,4345570030,3877,2006,White Men,TwS
"Acute myocardial infarction events, defined by condition occurrences of 'Acute myocardial Infarction' conceptset occurring between start and end of inpatient or ER visit",3123270030,3845,2006,White Men,TwS
Malignant tumor of esophagus referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,41813430010,3907,2006,White Men,TwS
Hyperlipidemia referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4328670010,3872,2006,White Men,TwS
"Neck pain cohort: First occurrence of ""neck pain"" concept Without descendants",241340030,3800,2006,White Men,TwS
"Gastrointestinal bleeding events, defined by condition occurrences of 'Gastrointestinal hemorrhage GI bleeding' conceptset occurring between start and end of inpatient or ER visit",1926710030,3823,2006,White Men,TwS
Bipolar disorder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4366650010,3883,2006,White Men,TwS
Primary malignant neoplasm of kidney referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1989850010,3831,2006,White Men,TwS
"Hepatitis C prevalent cohort: First condition occurrence of 'Hepatitis C' conceptset (with Viral Hepatitis Carrier, Cirrhosis of liver due to chronic hepatitis C)",1974940040,3828,2006,White Men,TwS
Optic neuritis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3749540010,3865,2006,White Men,TwS
"Sepsis during hospitalization, defined by condition occurrences of 'sepsis' conceptset occurring between start and end of inpatient visit",1327970030,3811,2006,White Men,TwS
"Hospitalization for Psychosis, defined by inpatient visit with a primary condition occurrence of 'psychosis' conceptset",4360730030,3880,2006,White Men,TwS
Erythema multiforme incident cohort: First occurrence of 'Erythema multiforme or Stevens Johnson Syndrome' concept with >=365d prior observation,1327020030,3810,2006,White Men,TwS
"Thrombocytopenia events, as defined by diagnosis codes from Altomare ClinEpi 2016",4328700040,3874,2006,White Men,TwS
Ulcerative colitis at first diagnosis with no history of ulcerative colitis,818930030,3808,2006,White Men,TwS
Rheumatoid arthritis at first diagnosis (no history of Rheumatoid arthritis),808090030,3807,2006,White Men,TwS
Insomnia with disorders of maintaing sleep concept prevalent cohort: First occurrence of expanded concept + descendants (excluding hypo/hypersomnias),4369620030,3885,2006,White Men,TwS
Acute respiratory failure incident cohort: First occurrence of 'Acute respiratory failure' conceptset with >=365d prior observation,3190490030,3859,2006,White Men,TwS
Allergic rhinitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2570070010,3843,2006,White Men,TwS
Non-Hodgkin's lymphoma referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,40388380010,3900,2006,White Men,TwS
Psoriasis at first diagnosis (no history of Psoriasis),1401680030,3819,2006,White Men,TwS
"B-cell lymphoma incident cohort: First occurrence of ""B-cell lymphoma"" with exclusions + descendants with >=365d prior observation",4345920030,3878,2006,White Men,TwS
Multiple myeloma referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4372330010,3887,2006,White Men,TwS
Anaphylactic reaction by Walsh (Mini-sentinial validated definition),4412020030,3896,2006,White Men,TwS
Behcet's syndrome custom concept (includes arthropathy) incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4366420040,3882,2006,White Men,TwS
Osteoporosis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,805020010,3806,2006,White Men,TwS
Otitis media referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3723280010,3861,2006,White Men,TwS
"Schizophrenia by Ren, 2005 and repeated in literature",4357830030,3879,2006,White Men,TwS
"Deep vein thrombosis events, defined by condition occurrences of 'deep vein thrombosis' conceptset",41330040050,3904,2006,White Men,TwS
Multiple Sclerosis (MS) at first diagnosis,3749190030,3864,2006,White Men,TwS
"Stroke events, defined by condition occurrences of 'Stroke (ischemic or hemorrhagic)' conceptset occurring between start and end of inpatient or ER visit",3813160030,3870,2006,White Men,TwS
Sjogren's syndrome at first diagnosis,2544430030,3840,2006,White Men,TwS
Abdominal pain referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2002190010,3833,2006,White Men,TwS
Persons observed in 2017 with 3yr prior observation (Age 10-19),1001,3793,2006,White Men,TwS
Low back pain referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1941330010,3825,2006,White Men,TwS
"Transverse myelitis events, using diagnosis codes from Marrie MSRD 2018",1398030050,3818,2006,White Men,TwS
"Atrial fibrillation incident cohort: First occurrence of Atrial fibrillation with descendants with >=365d prior observation, removing family history code",3132170060,3848,2006,White Men,TwS
Giant cell arteritis at first diagnosis (no history of giant cell arteritis),42909760030,3915,2006,White Men,TwS
Migraine incident cohort: First occurrence of 'Migraine excluding abdominal migraine'+ descendants excluding abdominal migraine with >=365d prior observation,3187360030,3857,2006,White Men,TwS
Type 2 diabetes mellitus incident cohort: First condition occurrence of 'Type 2 diabetes mellitus' conceptset or Type 2 diabetes treatment or HbA1c > 6.5 and no prior observation of 'History of diabetes',2018260050,3839,2006,White Men,TwS
Granulomatosis with polyangiitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3132230010,3849,2006,White Men,TwS
Atopic dermatitis and Eczema at first diagnosis,1338340050,3813,2006,White Men,TwS
Persons observed in 2017 with 3yr prior observation (Age 70-79),1007,3799,2006,White Men,TwS
Persons observed in 2017 with 3yr prior observation (Age 20-29),1002,3794,2006,White Men,TwS
Persons observed in 2017 with 3yr prior observation (Age 40-49),1004,3796,2006,White Men,TwS
Psoriatic arthritis,819310040,3809,2006,White Men,TwS
Malignant tumor of stomach referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4433870010,3897,2006,White Men,TwS
"Dyspnea prevalent cohort: Episodes of dyspnea, defined by condition occurrences of 'shortness of breath (dyspnea)' conceptset",3124370030,3846,2006,White Men,TwS
Constipation Events: all occurrence of referent concept + descendants with 30 days gap,758600030,3804,2006,White Men,TwS
Jaundice referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1379770010,3815,2006,White Men,TwS
Obesity prevalent cohort: Earliest of condition occurrence or observation of 'obesity diagnoses' conceptset or BMI > 30 or body weight > 120kg,4337360030,3875,2006,White Men,TwS
"Nausea Events All Events of referent concept ""Nausea + descendants"" with 30 day gap",319670030,3803,2006,White Men,TwS
Osteoarthritis incident cohort: First occurrence of 'osteoarthritis' concept with >=365d prior observation,801800030,3805,2006,White Men,TwS
Sleep apnea referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3134590010,3850,2006,White Men,TwS
Persons observed in 2017 with 3yr prior observation (Age 50-59),1005,3797,2006,White Men,TwS
'Hypoglycemia disorder' incident cohort: First occurrence + descendants with >=365d prior observation,246090030,3801,2006,White Men,TwS
"Hospitalization for Chronic obstructive pulmonary disease, defined by inpatient visit with a primary condition occurrence of 'COPD' conceptset",2555730030,3841,2006,White Men,TwS
HIV prevalent cohort: First occurrence of 'HIV excluding HIV-II' conceptset,4397270040,3890,2006,White Men,TwS
"Hospitalization for Asthma, defined by inpatient visit with a primary condition occurrence of 'asthma' conceptset",3170090030,3856,2006,White Men,TwS
"Idiopathic thrombocytopenic purpura events, as defined by diagnosis codes from Shaw Platelets 2020",4328700030,3873,2006,White Men,TwS
Pulmonary hypertension referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,43220240010,3917,2006,White Men,TwS
"Depressive disorder prevalent cohort, defined as the earliest condition occurrence of 'Depressive disorder' conceptset with no teratment more than 30 days prior and no prior psychosies/mania",4403830030,3892,2006,White Men,TwS
Posttraumatic stress disorder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4366760010,3884,2006,White Men,TwS
Gout referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4406740010,3894,2006,White Men,TwS
Dementia referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,41822100010,3908,2006,White Men,TwS
Crohn's disease for first time with no history (Thirumurthi),2016060030,3837,2006,White Men,TwS
"Multi-system inflammatory syndrome (Kawasaki disease or toxic shock syndrome) episodes, defined by condition occurrences of 'Toxic shock syndrome or kawasaki disease' conceptset",3143810030,3852,2006,White Men,TwS
Type 1 diabetes mellitus incident cohort: First occurrence of 'Type 1 diabetes mellitus' concept with >=365d prior observation,2012540030,3835,2006,White Men,TwS
"Hepatic failure prevalent cohort: First condition occurrence of 'hepatic failure, necrosis or coma' conceptset",42459750030,3910,2006,White Men,TwS
Toxic shock syndrome referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2012140010,3834,2006,White Men,TwS
Fracture of bone of hip region (dx + px) referent concept incident cohort (aged 50-89): First occurrence of hip fracture dx or procedure with >=365d prior observation,457636530030,3922,2006,White Men,TwS
Heart failure referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3161390010,3854,2006,White Men,TwS
"Anosmia OR Hyposmia OR Dysgeusia episodes, defined by condition occurrences of 'Altered smell or taste' conceptset",435307140030,3920,2006,White Men,TwS
Influenza custom cohort: Flu-like symptom episodes,42663670030,3913,2006,White Men,TwS
"Guillain-Barre syndrome inpatient (Arya et al, ScallenWalter et al, Iqbal et al, Anandan et al, Rasmussen et al. Baxter et al.)",41647700030,3905,2006,White Men,TwS
Malignant tumor of urinary bladder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1975080010,3829,2006,White Men,TwS
Peripheral vascular disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3210520010,3860,2006,White Men,TwS
Vasculitis associated with Antineutrophil cytoplasmic antibody (ANCA)-associated vasculitis,425357140030,3919,2006,White Men,TwS
Acute tubular necrosis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4440440010,3899,2006,White Men,TwS
Systemic lupus erythematosus (SLE) at first diagnosis,2576280030,3844,2006,White Men,TwS
Facial palsy referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,40915590010,3902,2006,White Men,TwS
"Thrombotic microangiopathy events, based on diagnosis codes from Reynolds AJKD 2003 and Perkins NDT 2006",3138000030,3851,2006,White Men,TwS
Hypothyroidism referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1406730010,3821,2006,White Men,TwS
"Primary biliary cirrhosis for first time in patients history, with exclusion of secondary biliary cirrhosis",1926750030,3824,2006,White Men,TwS
Malignant neoplasm of liver referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,42461270010,3911,2006,White Men,TwS
Celiac disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1949920010,3826,2006,White Men,TwS
Takayasu's disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4407400010,3895,2006,White Men,TwS
"Chronic lymphoid leukemia, disease referent concept prevalent cohort: First occurrence of updated concept set + descendants (condition and observation domain)",1383790030,3816,2006,White Men,TwS
Gastritis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2013400010,3836,2006,White Men,TwS
Aseptic meningitis by Perez-Vilar (specific codes for meningitias excluding encephalitis diagnosis),42010960030,3909,2006,White Men,TwS
Type B viral hepatitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,42812320010,3914,2006,White Men,TwS
Hypertensive disorder prevalent cohort: First condition occurrence of 'Hypertension' conceptset,3168660030,3855,2006,White Men,TwS
"Angioedema events, defined by condition occurrences of 'Angioedema' conceptset occurring between start and end of inpatient or ER visit",4327910030,3871,2006,White Men,TwS
"Ischemic stroke events, defined by condition occurrences of 'Ischemic stroke' conceptset occurring between start and end of inpatient or ER visit",4434540030,3898,2006,White Men,TwS
Dysphagia incident cohort: First occurrence of Dysphagia and Difficulty swallowing descendants with >=365d prior observation,313170030,3802,2006,White Men,TwS
Persons observed in 2017 with 3yr prior observation (Age 0-9),1000,3792,2006,White Men,TwS
Narcolepsy (generalized algorithm from literature),4361000030,3881,2006,White Men,TwS
Thromboangiitis obliterans referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3129390010,3847,2006,White Men,TwS
"Pulmonary embolism events, defined by condition occurrences of 'Pulmonary embolism' conceptset",4404170030,3893,2006,White Men,TwS
Autism spectrum disorder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4397760010,3891,2006,White Men,TwS
Ankylosing spondylitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4370820010,3886,2006,White Men,TwS
"Pneumonia prevalent cohort: Episodes of pneumonia, defined by condition occurrences of 'pneumonia' conceptset",2558480040,3842,2006,White Men,TwS
"Cardiogenic shock by Vallabhajosyula, All events of Cardiogenic shock during inpatient or ER",1985710030,3830,2006,White Men,TwS
"Acute myeloid leukemia, disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation",1403520010,3820,2006,White Men,TwS
"Acute kidney injury diagnosis during hospitalization, defined by condition occurrences of 'acute renal failure' conceptset occurring between start and end of inpatient visit",1973200040,3827,2006,White Men,TwS
Chilblains referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1414560010,3822,2006,White Men,TwS
Attention deficit hyperactivity disorder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4384090010,3889,2006,White Men,TwS
Parkinson's disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3812700010,3869,2006,White Men,TwS
"Alzheimer's disease by Imfeld Epilepsia, 2013",3784190030,3867,2006,White Men,TwS
"Acute disseminated encephalomyelitis hospitalization events, using diagnosis codes from Minegishi 2019",3740210030,3863,2006,White Men,TwS
Gastroesophageal reflux disease incident cohort: First occurrence of 'GERD' concept with >=365d prior observation,3188000030,3858,2006,White Men,TwS
Respiratory failure referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,42562280010,3912,2006,White Men,TwS
"Myocarditis by SundbÃ¸ll, First diagnosis of custom codes from SundbÃ¸ll, during inpatient or outpatient",3143830030,3853,2006,White Men,TwS
Persons observed in 2017 with 3yr prior observation (Age 60-69),1006,3798,2006,White Men,TwS
"Hemorrhagic stroke events, defined by condition occurrences of 'intracranial bleed Hemorrhagic stroke' conceptset occurring between start and end of inpatient or ER visit",3767130030,3866,2006,White Men,TwS
Persons observed in 2017 with 3yr prior observation (Age 30-39),1003,3795,2006,White Men,TwS
Primary malignant neoplasm of respiratory tract referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,43114990010,3916,2006,White Men,TwS
Cardiac arrhythmia referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,447842170010,3921,2006,White Men,TwS
Glaucoma referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4375410010,3888,2006,White Men,TwS
Malignant tumor of colon referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,41807900010,3906,2006,White Men,TwS
"ventricular arrhythmia or cardiac arrest during hospitalization, defined by condition occurrences of 'ventricular arrhythmia or cardiac arrest' conceptset occurring between start and end of inpatient visit",41032950030,3903,2006,White Men,TwS
Systemic sclerosis or or localized scleroderma at first diagnosis,1344420050,3814,2006,White Men,TwS
Kidney stone referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2016200010,3838,2006,White Men,TwS
Stress Cardiomyopathy as per Bhat et al (US 2020),404795890030,3918,2006,White Men,TwS
"Transient ischemic attack events, defined by condition occurrences of 'Transient cerebral Ischemia (TCA)' conceptset occurring between start and end of inpatient or ER visit",3735030030,3862,2006,White Men,TwS
Myelodysplastic syndrome referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1389940010,3817,2006,White Men,TwS
Hidradenitis at first diagnosis,4341190030,3876,2006,White Men,TwS
Acute pancreatitis prevalent cohort: defined by condition occurrences of 'Acute pancreatitis' conceptset occurring between start and end of inpatient or ER visit,1990740030,3832,2006,White Men,TwS
Inflammatory bowel disease,40748150030,3901,2006,White Men,TwS
Chronic kidney disease incident cohort: First condition occurrence of 'chronic kidney disease' conceptset,462710220060,3923,2006,White Men,TwS
Thyroiditis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1334440010,3812,2006,White Men,TwS
Epilepsy Moura 1,3803780080,3868,2006,White Men,TwS
Allergic rhinitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2570070010,3975,2007,White Women,TwS
Erythema multiforme incident cohort: First occurrence of 'Erythema multiforme or Stevens Johnson Syndrome' concept with >=365d prior observation,1327020030,3942,2007,White Women,TwS
'Hypoglycemia disorder' incident cohort: First occurrence + descendants with >=365d prior observation,246090030,3933,2007,White Women,TwS
Osteoarthritis incident cohort: First occurrence of 'osteoarthritis' concept with >=365d prior observation,801800030,3937,2007,White Women,TwS
Abdominal pain referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2002190010,3965,2007,White Women,TwS
"Sepsis during hospitalization, defined by condition occurrences of 'sepsis' conceptset occurring between start and end of inpatient visit",1327970030,3943,2007,White Women,TwS
Gastroesophageal reflux disease incident cohort: First occurrence of 'GERD' concept with >=365d prior observation,3188000030,3990,2007,White Women,TwS
Persons observed in 2017 with 3yr prior observation (Age 60-69),1006,3930,2007,White Women,TwS
Low back pain referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1941330010,3957,2007,White Women,TwS
"Hepatitis C prevalent cohort: First condition occurrence of 'Hepatitis C' conceptset (with Viral Hepatitis Carrier, Cirrhosis of liver due to chronic hepatitis C)",1974940040,3960,2007,White Women,TwS
Persons observed in 2017 with 3yr prior observation (Age 70-79),1007,3931,2007,White Women,TwS
"Nausea Events All Events of referent concept ""Nausea + descendants"" with 30 day gap",319670030,3935,2007,White Women,TwS
Persons observed in 2017 with 3yr prior observation (Age 20-29),1002,3926,2007,White Women,TwS
"Ischemic stroke events, defined by condition occurrences of 'Ischemic stroke' conceptset occurring between start and end of inpatient or ER visit",4434540030,4030,2007,White Women,TwS
"Gastrointestinal bleeding events, defined by condition occurrences of 'Gastrointestinal hemorrhage GI bleeding' conceptset occurring between start and end of inpatient or ER visit",1926710030,3955,2007,White Women,TwS
Gastritis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2013400010,3968,2007,White Women,TwS
"Pulmonary embolism events, defined by condition occurrences of 'Pulmonary embolism' conceptset",4404170030,4025,2007,White Women,TwS
Migraine incident cohort: First occurrence of 'Migraine excluding abdominal migraine'+ descendants excluding abdominal migraine with >=365d prior observation,3187360030,3989,2007,White Women,TwS
Heart failure referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3161390010,3986,2007,White Women,TwS
"Acute disseminated encephalomyelitis hospitalization events, using diagnosis codes from Minegishi 2019",3740210030,3995,2007,White Women,TwS
Granulomatosis with polyangiitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3132230010,3981,2007,White Women,TwS
"Chronic lymphoid leukemia, disease referent concept prevalent cohort: First occurrence of updated concept set + descendants (condition and observation domain)",1383790030,3948,2007,White Women,TwS
Persons observed in 2017 with 3yr prior observation (Age 0-9),1000,3924,2007,White Women,TwS
"Hospitalization for Chronic obstructive pulmonary disease, defined by inpatient visit with a primary condition occurrence of 'COPD' conceptset",2555730030,3973,2007,White Women,TwS
"Transverse myelitis events, using diagnosis codes from Marrie MSRD 2018",1398030050,3950,2007,White Women,TwS
HIV prevalent cohort: First occurrence of 'HIV excluding HIV-II' conceptset,4397270040,4022,2007,White Women,TwS
"Cardiogenic shock by Vallabhajosyula, All events of Cardiogenic shock during inpatient or ER",1985710030,3962,2007,White Women,TwS
Multiple Sclerosis (MS) at first diagnosis,3749190030,3996,2007,White Women,TwS
Hypertensive disorder prevalent cohort: First condition occurrence of 'Hypertension' conceptset,3168660030,3987,2007,White Women,TwS
Hyperlipidemia referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4328670010,4004,2007,White Women,TwS
Persons observed in 2017 with 3yr prior observation (Age 10-19),1001,3925,2007,White Women,TwS
Systemic lupus erythematosus (SLE) at first diagnosis,2576280030,3976,2007,White Women,TwS
Attention deficit hyperactivity disorder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4384090010,4021,2007,White Women,TwS
Systemic sclerosis or or localized scleroderma at first diagnosis,1344420050,3946,2007,White Women,TwS
Psoriasis at first diagnosis (no history of Psoriasis),1401680030,3951,2007,White Women,TwS
Takayasu's disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4407400010,4027,2007,White Women,TwS
Persons observed in 2017 with 3yr prior observation (Age 50-59),1005,3929,2007,White Women,TwS
"Thrombotic microangiopathy events, based on diagnosis codes from Reynolds AJKD 2003 and Perkins NDT 2006",3138000030,3983,2007,White Women,TwS
Hypothyroidism referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1406730010,3953,2007,White Women,TwS
Persons observed in 2017 with 3yr prior observation (Age 40-49),1004,3928,2007,White Women,TwS
"Acute myeloid leukemia, disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation",1403520010,3952,2007,White Women,TwS
Sleep apnea referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3134590010,3982,2007,White Women,TwS
"Depressive disorder prevalent cohort, defined as the earliest condition occurrence of 'Depressive disorder' conceptset with no teratment more than 30 days prior and no prior psychosies/mania",4403830030,4024,2007,White Women,TwS
Malignant neoplasm of liver referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,42461270010,4043,2007,White Women,TwS
"Multi-system inflammatory syndrome (Kawasaki disease or toxic shock syndrome) episodes, defined by condition occurrences of 'Toxic shock syndrome or kawasaki disease' conceptset",3143810030,3984,2007,White Women,TwS
"Schizophrenia by Ren, 2005 and repeated in literature",4357830030,4011,2007,White Women,TwS
"Angioedema events, defined by condition occurrences of 'Angioedema' conceptset occurring between start and end of inpatient or ER visit",4327910030,4003,2007,White Women,TwS
Persons observed in 2017 with 3yr prior observation (Age 30-39),1003,3927,2007,White Women,TwS
Anaphylactic reaction by Walsh (Mini-sentinial validated definition),4412020030,4028,2007,White Women,TwS
Otitis media referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3723280010,3993,2007,White Women,TwS
Dysphagia incident cohort: First occurrence of Dysphagia and Difficulty swallowing descendants with >=365d prior observation,313170030,3934,2007,White Women,TwS
Influenza custom cohort: Flu-like symptom episodes,42663670030,4045,2007,White Women,TwS
Epilepsy Moura 1,3803780080,4000,2007,White Women,TwS
Malignant tumor of stomach referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4433870010,4029,2007,White Women,TwS
"Atrial fibrillation incident cohort: First occurrence of Atrial fibrillation with descendants with >=365d prior observation, removing family history code",3132170060,3980,2007,White Women,TwS
Aseptic meningitis by Perez-Vilar (specific codes for meningitias excluding encephalitis diagnosis),42010960030,4041,2007,White Women,TwS
Chilblains referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1414560010,3954,2007,White Women,TwS
Gout referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4406740010,4026,2007,White Women,TwS
"Neck pain cohort: First occurrence of ""neck pain"" concept Without descendants",241340030,3932,2007,White Women,TwS
Rheumatoid arthritis at first diagnosis (no history of Rheumatoid arthritis),808090030,3939,2007,White Women,TwS
Constipation Events: all occurrence of referent concept + descendants with 30 days gap,758600030,3936,2007,White Women,TwS
Malignant tumor of urinary bladder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1975080010,3961,2007,White Women,TwS
"Myocarditis by SundbÃ¸ll, First diagnosis of custom codes from SundbÃ¸ll, during inpatient or outpatient",3143830030,3985,2007,White Women,TwS
"Primary biliary cirrhosis for first time in patients history, with exclusion of secondary biliary cirrhosis",1926750030,3956,2007,White Women,TwS
"Hepatic failure prevalent cohort: First condition occurrence of 'hepatic failure, necrosis or coma' conceptset",42459750030,4042,2007,White Women,TwS
Insomnia with disorders of maintaing sleep concept prevalent cohort: First occurrence of expanded concept + descendants (excluding hypo/hypersomnias),4369620030,4017,2007,White Women,TwS
Optic neuritis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3749540010,3997,2007,White Women,TwS
Non-Hodgkin's lymphoma referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,40388380010,4032,2007,White Women,TwS
Sjogren's syndrome at first diagnosis,2544430030,3972,2007,White Women,TwS
Posttraumatic stress disorder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4366760010,4016,2007,White Women,TwS
"Stroke events, defined by condition occurrences of 'Stroke (ischemic or hemorrhagic)' conceptset occurring between start and end of inpatient or ER visit",3813160030,4002,2007,White Women,TwS
Toxic shock syndrome referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2012140010,3966,2007,White Women,TwS
Type B viral hepatitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,42812320010,4046,2007,White Women,TwS
Jaundice referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1379770010,3947,2007,White Women,TwS
Ankylosing spondylitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4370820010,4018,2007,White Women,TwS
Psoriatic arthritis,819310040,3941,2007,White Women,TwS
Osteoporosis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,805020010,3938,2007,White Women,TwS
Celiac disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1949920010,3958,2007,White Women,TwS
"Hospitalization for Asthma, defined by inpatient visit with a primary condition occurrence of 'asthma' conceptset",3170090030,3988,2007,White Women,TwS
Respiratory failure referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,42562280010,4044,2007,White Women,TwS
Pulmonary hypertension referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,43220240010,4049,2007,White Women,TwS
Acute pancreatitis prevalent cohort: defined by condition occurrences of 'Acute pancreatitis' conceptset occurring between start and end of inpatient or ER visit,1990740030,3964,2007,White Women,TwS
"Alzheimer's disease by Imfeld Epilepsia, 2013",3784190030,3999,2007,White Women,TwS
"Pneumonia prevalent cohort: Episodes of pneumonia, defined by condition occurrences of 'pneumonia' conceptset",2558480040,3974,2007,White Women,TwS
Facial palsy referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,40915590010,4034,2007,White Women,TwS
Type 1 diabetes mellitus incident cohort: First occurrence of 'Type 1 diabetes mellitus' concept with >=365d prior observation,2012540030,3967,2007,White Women,TwS
Thyroiditis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1334440010,3944,2007,White Women,TwS
Crohn's disease for first time with no history (Thirumurthi),2016060030,3969,2007,White Women,TwS
Primary malignant neoplasm of respiratory tract referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,43114990010,4048,2007,White Women,TwS
"Idiopathic thrombocytopenic purpura events, as defined by diagnosis codes from Shaw Platelets 2020",4328700030,4005,2007,White Women,TwS
Bipolar disorder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4366650010,4015,2007,White Women,TwS
Stress Cardiomyopathy as per Bhat et al (US 2020),404795890030,4050,2007,White Women,TwS
